,ID,date,campaign_type,region,customer_age_range,gender,sales,units_sold,clients_engaged,click_rate,conversion_rate
5695,Wx4019,2019-06-20 00:00:00.000000000,Direct Advertising,North,46-55,Male,69766.89,61.0,1556.0,0.76,0.25
5696,Hk1249,2018-03-31 00:00:00.000000000,Online Advertising,South,36-45,Female,107796.21,34.0,2611.0,0.64,0.1
5697,Vg8530,2019-10-03 00:00:00.000000000,TV,West,36-45,Male,75429.32,70.0,2638.0,1.07,0.16
5698,Yo8215,2022-03-21 00:00:00.000000000,Online Advertising,East,46-55,Others,106011.73,63.0,1184.0,0.25,0.11
5699,Ea3988,2020-04-28 00:00:00.000000000,Online Advertising,East,26-35,Male,130553.49,20.0,2822.0,1.34,0.04
5700,Ti7431,2021-04-23 00:00:00.000000000,TV,East,56+,Male,66728.4,9.0,2838.0,0.08,0.16
5701,Ei2459,2022-05-14 00:00:00.000000000,Email,West,18-25,Male,29645.13,11.0,278.0,0.23,0.07
5702,Jy9704,2018-04-08 00:00:00.000000000,Online Advertising,South,36-45,Others,112368.35,9.0,2071.0,0.32,0.21
5703,Np1262,2019-01-25 00:00:00.000000000,Social Networks,East,56+,Male,27130.48,40.0,1856.0,0.76,0.25
5704,Xl6150,2020-11-09 00:00:00.000000000,Online Advertising,North,26-35,Male,3218.46,57.0,2269.0,0.14,0.1
5705,Jp8701,2021-01-09 00:00:00.000000000,Social Networks,North,26-35,Male,48448.59,16.0,1868.0,0.09,0.09
5706,Qo2842,2021-09-23 00:00:00.000000000,Online Advertising,East,36-45,Others,18312.08,72.0,1736.0,1.02,0.04
5707,Pb5988,2021-04-22 00:00:00.000000000,Email,North,26-35,Female,134278.41,80.0,1994.0,0.79,0.16
5708,Mq2314,2019-09-19 00:00:00.000000000,TV,South,36-45,Male,5048.33,44.0,2340.0,0.83,0.16
5709,Tu5597,2020-11-02 00:00:00.000000000,Social Networks,East,56+,Male,92949.44,76.0,278.0,1.18,0.23
5710,Sd3314,2022-05-12 00:00:00.000000000,TV,North,36-45,Female,43542.03,26.0,1359.0,1.31,0.26
5711,Rl2891,2020-01-03 00:00:00.000000000,Direct Advertising,North,26-35,Male,36823.38,48.0,2667.0,0.93,0.2
5712,Yj9041,2019-05-09 00:00:00.000000000,Social Networks,West,26-35,Female,146881.92,95.0,2211.0,1.18,0.16
5713,Rr7267,2019-11-07 00:00:00.000000000,TV,North,36-45,Female,38204.34,94.0,1851.0,0.44,0.24
5714,Sg3507,2022-04-08 00:00:00.000000000,TV,South,18-25,Female,145490.2,1.0,857.0,0.99,0.2
5715,Ij5907,2019-03-26 00:00:00.000000000,Social Networks,South,46-55,Others,727.67,60.0,1438.0,0.35,0.01
5716,Xr4426,2019-12-31 00:00:00.000000000,TV,North,36-45,Female,59974.09,69.0,1418.0,0.11,0.18
5717,Nx1954,2021-02-04 00:00:00.000000000,Online Advertising,South,18-25,Others,51557.2,75.0,2196.0,1.3,0.2
5718,Bm6478,2021-07-15 00:00:00.000000000,Online Advertising,South,46-55,Male,77368.23,55.0,2082.0,1.25,0.19
5719,Ol5472,2018-03-11 00:00:00.000000000,Online Advertising,East,18-25,Others,83640.22,89.0,2390.0,0.29,0.29
5720,Hg7089,2021-05-01 00:00:00.000000000,TV,West,18-25,Others,6879.17,60.0,1655.0,0.47,0.01
5721,Fj1210,2022-02-17 00:00:00.000000000,Online Advertising,West,18-25,Others,104357.95,13.0,2527.0,1.22,0.07
5722,Ay9165,2020-07-13 00:00:00.000000000,Direct Advertising,East,36-45,Male,83311.22,47.0,962.0,0.81,0.16
5723,Te5521,2018-08-26 00:00:00.000000000,TV,North,18-25,Male,73867.79,48.0,485.0,1.12,0.11
5724,Hy2487,2020-11-29 00:00:00.000000000,Social Networks,North,56+,Male,35015.93,63.0,865.0,0.07,0.25
5725,Tf9644,2021-11-30 00:00:00.000000000,Online Advertising,North,56+,Female,5665.96,87.0,1006.0,0.28,0.09
5726,Ik2686,2018-08-29 00:00:00.000000000,TV,East,36-45,Male,20746.5,52.0,2485.0,0.07,0.23
5727,Tb2607,2022-09-09 00:00:00.000000000,Online Advertising,North,36-45,Female,4734.42,68.0,1452.0,1.3,0.27
5728,Bc9083,2018-04-11 00:00:00.000000000,TV,South,36-45,Female,126957.58,21.0,2155.0,0.23,0.14
5729,Dn9977,2022-08-27 00:00:00.000000000,Online Advertising,South,36-45,Others,62140.39,63.0,2021.0,0.41,0.01
5730,Pi8171,2020-09-26 00:00:00.000000000,Online Advertising,North,36-45,Male,135753.54,73.0,2227.0,1.48,0.14
5731,Kf9653,2019-10-17 00:00:00.000000000,Direct Advertising,East,36-45,Male,21752.78,54.0,1803.0,1.07,0.07
5732,Li2710,2019-02-25 00:00:00.000000000,Online Advertising,South,26-35,Others,137717.83,76.0,2004.0,0.66,0.03
5733,Gt7684,2019-01-17 00:00:00.000000000,Online Advertising,West,56+,Others,2481.6,65.0,2676.0,0.35,0.17
5734,Uq4479,2022-08-27 00:00:00.000000000,TV,East,36-45,Male,56532.07,51.0,548.0,0.42,0.28
5735,Dv9782,2019-02-07 00:00:00.000000000,Direct Advertising,North,46-55,Male,43120.59,48.0,725.0,1.17,0.01
5736,Pg6529,2022-02-26 00:00:00.000000000,Email,West,26-35,Male,7922.54,91.0,2501.0,0.32,0.28
5737,Bb8641,2020-06-15 00:00:00.000000000,Direct Advertising,West,46-55,Others,87662.56,89.0,1029.0,1.38,0.18
5738,Ph8569,2019-11-22 00:00:00.000000000,Online Advertising,East,36-45,Female,98732.58,19.0,2086.0,0.67,0.14
5739,Au7609,2022-12-22 00:00:00.000000000,Online Advertising,North,26-35,Male,53978.55,4.0,771.0,0.09,0.07
5740,Re9457,2019-03-15 00:00:00.000000000,Online Advertising,South,36-45,Male,11101.77,69.0,91.0,1.48,0.23
5741,We2388,2020-12-09 00:00:00.000000000,Online Advertising,North,26-35,Others,132887.1,93.0,661.0,1.15,0.28
5742,An5797,2021-10-29 00:00:00.000000000,Online Advertising,West,26-35,Female,137847.58,77.0,1895.0,1.08,0.07
5743,Dd1959,2022-01-27 00:00:00.000000000,Social Networks,North,26-35,Male,42124.78,14.0,1228.0,0.72,0.15
5744,Gt1310,2021-12-28 00:00:00.000000000,TV,West,46-55,Female,26852.64,62.0,1003.0,0.39,0.06
5745,Ac6627,2018-04-15 00:00:00.000000000,Online Advertising,North,36-45,Male,95191.89,91.0,330.0,0.13,0.19
5746,Iq5995,2021-10-04 00:00:00.000000000,Email,North,46-55,Male,116917.83,54.0,1806.0,0.26,0.11
5747,Su1573,2018-03-20 00:00:00.000000000,Online Advertising,North,18-25,Others,97148.57,54.0,1467.0,1.48,0.29
5748,Xz9225,2020-03-05 00:00:00.000000000,Online Advertising,West,36-45,Others,73412.77,58.0,892.0,0.4,0.26
5749,Ab4804,2022-08-02 00:00:00.000000000,Online Advertising,North,18-25,Male,49908.22,63.0,1813.0,0.09,0.09
5750,Jf8376,2019-10-25 00:00:00.000000000,Email,South,26-35,Others,129889.22,31.0,91.0,0.94,0.09
5751,Ob4496,2021-04-23 00:00:00.000000000,Social Networks,East,36-45,Others,58113.81,64.0,1342.0,0.55,0.22
5752,Sg5494,2021-11-05 00:00:00.000000000,Social Networks,North,26-35,Others,80528.1,3.0,963.0,1.18,0.15
5753,Py3071,2020-04-09 00:00:00.000000000,Online Advertising,South,36-45,Male,104514.8,93.0,2128.0,0.39,0.26
5754,Gd9556,2018-12-02 00:00:00.000000000,TV,North,36-45,Male,38108.49,43.0,32.0,1.17,0.06
5755,Zq2844,2018-02-24 00:00:00.000000000,Online Advertising,West,36-45,Female,39561.48,77.0,21.0,0.6,0.29
5756,Wd6476,2021-08-26 00:00:00.000000000,Social Networks,South,56+,Male,9648.37,74.0,1881.0,0.82,0.22
5757,Tr5938,2019-12-16 00:00:00.000000000,Direct Advertising,West,36-45,Others,109979.05,16.0,984.0,0.53,0.19
5758,Xt2531,2019-06-09 00:00:00.000000000,TV,South,36-45,Female,82916.46,14.0,1216.0,0.54,0.2
5759,Qx3309,2018-01-20 00:00:00.000000000,TV,South,26-35,Male,146200.64,7.0,885.0,0.92,0.15
5760,Tr1495,2019-10-21 00:00:00.000000000,Online Advertising,East,36-45,Male,61756.03,47.0,247.0,0.32,0.15
5761,Ol7058,2020-07-11 00:00:00.000000000,Online Advertising,North,26-35,Male,74339.69,75.0,2468.0,0.26,0.05
5762,By9920,2021-05-24 00:00:00.000000000,Email,North,56+,Female,127932.23,55.0,879.0,0.21,0.18
5763,Wm3638,2022-06-28 00:00:00.000000000,TV,South,36-45,Male,75820.58,13.0,2182.0,0.75,0.15
5764,Wf5424,2018-09-10 00:00:00.000000000,Online Advertising,West,36-45,Male,146441.5,30.0,2871.0,1.26,0.24
5765,Of1559,2020-06-28 00:00:00.000000000,TV,South,26-35,Male,94718.55,37.0,2303.0,0.86,0.17
5766,Mc2214,2021-08-05 00:00:00.000000000,Social Networks,North,46-55,Others,109874.14,6.0,2110.0,1.29,0.28
5767,Vt7379,2018-12-19 00:00:00.000000000,Online Advertising,North,26-35,Male,67779.43,61.0,925.0,0.65,0.01
5768,Oc5956,2022-11-23 00:00:00.000000000,Social Networks,South,56+,Male,111341.28,87.0,2297.0,0.13,0.08
5769,Fy1933,2022-09-01 00:00:00.000000000,TV,North,36-45,Male,84135.55,33.0,2532.0,0.71,0.11
5770,Nb4550,2021-07-20 00:00:00.000000000,Online Advertising,South,36-45,Others,38796.95,92.0,2617.0,0.79,0.04
5771,Rc9061,2020-08-14 00:00:00.000000000,TV,North,26-35,Female,94303.17,32.0,1866.0,0.82,0.05
5772,Lt2194,2022-08-01 00:00:00.000000000,Email,South,36-45,Others,38108.71,4.0,1385.0,0.78,0.08
5773,Dp8845,2018-03-29 00:00:00.000000000,Online Advertising,South,26-35,Others,37361.34,18.0,86.0,0.5,0.19
5774,Df1986,2019-11-09 00:00:00.000000000,Social Networks,South,56+,Others,142197.83,21.0,2334.0,0.18,0.05
5775,Tl8774,2022-09-06 00:00:00.000000000,Online Advertising,West,36-45,Male,95977.7,56.0,1955.0,0.92,0.29
5776,Tt1299,2021-12-03 00:00:00.000000000,Online Advertising,South,26-35,Female,81276.77,16.0,910.0,1.05,0.19
5777,Rr9012,2022-05-10 00:00:00.000000000,Online Advertising,North,46-55,Others,31134.76,40.0,2526.0,0.15,0.01
5778,Fw5139,2018-05-04 00:00:00.000000000,Online Advertising,North,36-45,Male,26086.4,88.0,575.0,1.46,0.14
5779,Ta9861,2020-08-28 00:00:00.000000000,TV,South,46-55,Male,34596.73,93.0,1000.0,0.27,0.14
5780,Qx4953,2019-11-11 00:00:00.000000000,TV,North,36-45,Others,45822.32,10.0,330.0,1.2,0.26
5781,Gt2780,2022-08-09 00:00:00.000000000,Online Advertising,North,18-25,Female,9120.41,5.0,2267.0,0.61,0.27
5782,Td1771,2018-12-02 00:00:00.000000000,Email,West,36-45,Female,91050.57,58.0,2429.0,1.29,0.12
5783,Ep8500,2018-08-11 00:00:00.000000000,Direct Advertising,East,18-25,Male,128489.73,20.0,2887.0,1.46,0.21
5784,Gh4591,2022-07-31 00:00:00.000000000,Online Advertising,North,26-35,Male,31386.11,82.0,439.0,1.0,0.14
5785,Hr3412,2018-05-14 00:00:00.000000000,Online Advertising,North,36-45,Others,23875.26,55.0,345.0,1.32,0.23
5786,Gq8570,2019-08-15 00:00:00.000000000,TV,West,36-45,Male,89661.53,41.0,2697.0,0.49,0.03
5787,Es8882,2019-05-19 00:00:00.000000000,Direct Advertising,West,36-45,Others,147862.59,45.0,1523.0,0.33,0.21
5788,Lb5782,2018-04-29 00:00:00.000000000,Social Networks,West,18-25,Male,93175.34,25.0,1937.0,0.55,0.22
5789,Wt9151,2021-08-13 00:00:00.000000000,Social Networks,South,36-45,Female,94106.3,34.0,1810.0,0.58,0.19
5790,In6431,2019-07-22 00:00:00.000000000,Email,West,46-55,Others,134292.31,22.0,1137.0,0.69,0.09
5791,Ke7336,2018-06-21 00:00:00.000000000,TV,East,26-35,Male,1345.2,81.0,2167.0,0.22,0.21
5792,Bu2501,2021-03-08 00:00:00.000000000,Direct Advertising,North,26-35,Others,103612.86,75.0,2303.0,0.85,0.08
5793,Oz7602,2018-01-02 00:00:00.000000000,Online Advertising,South,26-35,Others,147799.71,98.0,656.0,0.08,0.26
5794,Hy2106,2020-06-10 00:00:00.000000000,Direct Advertising,East,18-25,Male,17661.75,31.0,369.0,0.24,0.24
5795,Ur9462,2019-11-08 00:00:00.000000000,Online Advertising,East,36-45,Male,92990.6,34.0,852.0,0.32,0.2
5796,Wv2751,2020-03-07 00:00:00.000000000,TV,South,18-25,Male,149427.08,83.0,1770.0,1.41,0.16
5797,Iw5705,2018-06-05 00:00:00.000000000,Online Advertising,North,36-45,Others,62239.55,15.0,500.0,0.51,0.01
5798,Zt9884,2018-09-22 00:00:00.000000000,Online Advertising,North,46-55,Female,101903.45,13.0,2549.0,0.13,0.1
5799,La1330,2021-05-07 00:00:00.000000000,Social Networks,West,36-45,Male,141829.63,79.0,905.0,0.36,0.05
5800,Rg6323,2019-02-16 00:00:00.000000000,Online Advertising,East,18-25,Male,66470.95,17.0,2968.0,0.22,0.26
5801,Bb4316,2018-02-19 00:00:00.000000000,Social Networks,South,18-25,Male,12227.07,81.0,1702.0,0.82,0.09
5802,Ek4313,2022-10-03 00:00:00.000000000,Email,East,36-45,Male,133372.41,57.0,361.0,1.06,0.1
5803,Wf3588,2020-11-02 00:00:00.000000000,Social Networks,North,56+,Female,3240.13,67.0,1185.0,0.65,0.17
5804,Lk4533,2021-09-06 00:00:00.000000000,Social Networks,South,46-55,Female,71406.36,30.0,516.0,0.33,0.25
5805,Gx7562,2022-12-31 00:00:00.000000000,Email,South,26-35,Male,136898.54,69.0,409.0,0.89,0.27
5806,Iq7140,2019-07-17 00:00:00.000000000,Direct Advertising,South,18-25,Male,12784.04,58.0,329.0,1.42,0.07
5807,Hz5683,2020-12-17 00:00:00.000000000,Social Networks,South,36-45,Others,118871.64,9.0,2707.0,0.36,0.13
5808,Ii8969,2020-02-07 00:00:00.000000000,Email,West,56+,Female,25640.36,22.0,1264.0,1.44,0.06
5809,Ad1551,2019-01-26 00:00:00.000000000,TV,East,46-55,Others,70627.55,49.0,371.0,1.05,0.11
5810,Tx3323,2019-09-30 00:00:00.000000000,Online Advertising,East,36-45,Male,129725.17,38.0,697.0,1.08,0.22
5811,Yg6078,2021-02-22 00:00:00.000000000,Direct Advertising,East,56+,Male,128317.62,91.0,1224.0,1.01,0.2
5812,Gl6713,2022-11-13 00:00:00.000000000,Email,West,56+,Female,149232.81,6.0,492.0,0.31,0.29
5813,Ps8186,2022-01-15 00:00:00.000000000,Direct Advertising,North,56+,Male,9194.67,24.0,872.0,0.88,0.18
5814,El6276,2020-08-27 00:00:00.000000000,Email,East,36-45,Male,15808.93,89.0,272.0,0.79,0.06
5815,Un4523,2020-03-19 00:00:00.000000000,Direct Advertising,North,36-45,Male,34253.83,26.0,324.0,1.08,0.17
5816,Pp4940,2022-01-14 00:00:00.000000000,Online Advertising,North,18-25,Male,80219.28,23.0,2139.0,0.32,0.22
5817,Wp7079,2019-07-22 00:00:00.000000000,Email,South,36-45,Male,83192.75,48.0,747.0,0.83,0.28
5818,Fs2750,2020-05-20 00:00:00.000000000,Online Advertising,North,36-45,Others,113213.46,44.0,2513.0,1.39,0.09
5819,Ld5133,2019-06-21 00:00:00.000000000,Social Networks,North,26-35,Male,147333.81,36.0,2138.0,0.46,0.07
5820,Xn7260,2022-01-01 00:00:00.000000000,Online Advertising,East,18-25,Male,4547.06,24.0,1761.0,1.18,0.08
5821,Ig2979,2018-01-18 00:00:00.000000000,Online Advertising,North,18-25,Male,82978.46,53.0,623.0,0.51,0.26
5822,Pq8356,2021-05-30 00:00:00.000000000,Online Advertising,North,36-45,Male,80396.94,68.0,1011.0,0.68,0.14
5823,Ii7039,2019-06-03 00:00:00.000000000,Direct Advertising,South,56+,Others,112010.77,10.0,1873.0,0.14,0.27
5824,Ns8265,2019-11-17 00:00:00.000000000,Email,North,18-25,Male,25313.51,83.0,1575.0,0.48,0.15
5825,Jk2416,2022-01-17 00:00:00.000000000,Email,North,56+,Others,18864.42,71.0,1874.0,0.07,0.27
5826,Ie3717,2022-05-06 00:00:00.000000000,Online Advertising,South,46-55,Others,92332.5,15.0,1746.0,0.88,0.22
5827,Ro5727,2022-09-06 00:00:00.000000000,Online Advertising,South,46-55,Others,23022.71,77.0,1599.0,0.53,0.15
5828,Ts3781,2021-07-19 00:00:00.000000000,Online Advertising,North,36-45,Female,20868.07,41.0,1157.0,1.04,0.23
5829,Sc5123,2018-01-02 00:00:00.000000000,Online Advertising,East,46-55,Male,125569.86,10.0,2054.0,1.35,0.29
5830,Rz7322,2019-11-25 00:00:00.000000000,Email,North,46-55,Male,10002.91,74.0,1069.0,1.06,0.27
5831,Ml4070,2022-03-15 00:00:00.000000000,Email,South,56+,Others,65124.36,90.0,2907.0,1.32,0.11
5832,Ku8213,2021-12-22 00:00:00.000000000,Online Advertising,East,36-45,Female,12550.24,7.0,92.0,0.68,0.27
5833,Ps1468,2019-11-20 00:00:00.000000000,Online Advertising,North,36-45,Female,95204.97,51.0,2797.0,0.85,0.12
5834,Md2534,2018-10-28 00:00:00.000000000,Online Advertising,South,46-55,Male,21513.3,2.0,896.0,1.45,0.28
5835,Jv5275,2018-11-23 00:00:00.000000000,Direct Advertising,West,56+,Others,94891.55,33.0,2877.0,1.25,0.21
5836,Hs2142,2022-06-15 00:00:00.000000000,TV,East,46-55,Others,16347.48,75.0,87.0,1.3,0.12
5837,Xr7960,2019-07-14 00:00:00.000000000,Online Advertising,West,36-45,Female,69091.78,48.0,2611.0,0.42,0.25
5838,Hy6779,2019-12-25 00:00:00.000000000,Online Advertising,North,26-35,Male,83189.5,13.0,2765.0,0.83,0.17
5839,Wv8682,2018-02-11 00:00:00.000000000,Email,North,56+,Female,147663.29,94.0,647.0,0.19,0.13
5840,Ws1948,2018-03-19 00:00:00.000000000,TV,North,36-45,Male,34985.23,9.0,915.0,0.27,0.15
5841,Xs9494,2021-07-04 00:00:00.000000000,Online Advertising,East,36-45,Female,143152.83,5.0,1733.0,1.0,0.25
5842,Sr8579,2022-05-27 00:00:00.000000000,Social Networks,South,46-55,Male,142449.48,43.0,1772.0,0.73,0.06
5843,Ej4863,2021-02-02 00:00:00.000000000,Direct Advertising,South,18-25,Others,104299.57,89.0,38.0,0.72,0.03
5844,Yf2596,2018-07-12 00:00:00.000000000,TV,North,46-55,Male,62223.19,60.0,878.0,0.09,0.12
5845,Gy7625,2018-01-08 00:00:00.000000000,Social Networks,East,18-25,Male,41891.5,84.0,1762.0,0.91,0.1
5846,Mi7148,2019-07-30 00:00:00.000000000,Direct Advertising,West,56+,Male,135811.28,74.0,1089.0,1.38,0.23
5847,Dt4758,2018-03-24 00:00:00.000000000,TV,North,56+,Male,79143.98,55.0,2954.0,0.65,0.2
5848,Lj6473,2019-01-01 00:00:00.000000000,Online Advertising,West,46-55,Others,81471.18,34.0,2996.0,0.13,0.21
5849,Df9546,2018-12-28 00:00:00.000000000,TV,North,36-45,Male,93447.68,68.0,1173.0,0.61,0.06
5850,Yh7942,2021-01-04 00:00:00.000000000,Online Advertising,West,18-25,Male,72456.16,76.0,1570.0,0.71,0.26
5851,Rp8026,2019-07-03 00:00:00.000000000,Online Advertising,South,26-35,Female,35641.15,25.0,1616.0,0.84,0.28
5852,My9317,2022-10-04 00:00:00.000000000,Online Advertising,West,18-25,Male,33711.08,83.0,1355.0,0.41,0.02
5853,Tn7943,2022-08-05 00:00:00.000000000,Online Advertising,North,26-35,Others,61294.96,40.0,776.0,0.71,0.01
5854,Vd6818,2018-08-12 00:00:00.000000000,Social Networks,South,46-55,Male,140488.3,20.0,897.0,1.11,0.11
5855,Jf9962,2019-11-20 00:00:00.000000000,TV,North,36-45,Male,41416.61,23.0,861.0,0.75,0.05
5856,Vb1821,2020-03-10 00:00:00.000000000,Online Advertising,West,36-45,Female,122417.16,72.0,171.0,1.12,0.24
5857,Ae7901,2018-04-11 00:00:00.000000000,Online Advertising,North,18-25,Male,60771.59,37.0,762.0,0.55,0.17
5858,Uk7821,2022-10-04 00:00:00.000000000,Social Networks,North,36-45,Male,76467.01,6.0,1987.0,0.72,0.21
5859,Wq4628,2020-05-23 00:00:00.000000000,TV,West,56+,Male,127214.08,70.0,894.0,0.51,0.16
5860,Sn1142,2021-08-27 00:00:00.000000000,Direct Advertising,West,18-25,Others,3492.56,66.0,2744.0,0.13,0.23
5861,Qz2064,2021-05-09 00:00:00.000000000,Social Networks,North,36-45,Male,14990.47,74.0,173.0,1.24,0.09
5862,Nb5579,2020-06-02 00:00:00.000000000,Email,West,36-45,Male,83880.67,89.0,1475.0,0.8,0.28
5863,Dc5640,2020-03-21 00:00:00.000000000,TV,East,26-35,Female,33688.67,52.0,1012.0,1.29,0.23
5864,Jp9053,2019-06-26 00:00:00.000000000,Online Advertising,North,26-35,Others,5165.65,18.0,1679.0,1.09,0.29
5865,Uh3973,2022-05-02 00:00:00.000000000,Email,South,18-25,Female,69599.82,36.0,722.0,1.0,0.03
5866,Fm9007,2022-10-13 00:00:00.000000000,Email,South,36-45,Male,117366.04,53.0,61.0,0.3,0.17
5867,Kh5003,2018-02-05 00:00:00.000000000,TV,South,36-45,Male,123795.0,17.0,2695.0,1.26,0.12
5868,Rp1131,2021-10-07 00:00:00.000000000,Online Advertising,South,26-35,Male,95605.82,8.0,1013.0,1.43,0.15
5869,Cp6034,2018-11-01 00:00:00.000000000,Online Advertising,South,36-45,Female,111005.79,50.0,807.0,1.38,0.29
5870,Cc6786,2022-06-11 00:00:00.000000000,Direct Advertising,North,26-35,Others,6547.62,92.0,1996.0,0.4,0.28
5871,Dm1911,2021-05-09 00:00:00.000000000,Online Advertising,South,18-25,Male,139763.82,19.0,1522.0,0.21,0.16
5872,Zp2236,2020-04-02 00:00:00.000000000,Email,North,46-55,Female,4630.18,2.0,1078.0,1.05,0.17
5873,Ih9984,2021-05-19 00:00:00.000000000,TV,East,46-55,Male,15789.9,43.0,2184.0,1.1,0.03
5874,Qx5262,2019-11-30 00:00:00.000000000,Online Advertising,East,18-25,Male,85545.84,80.0,2466.0,0.83,0.2
5875,Xc8140,2022-10-01 00:00:00.000000000,Email,West,56+,Male,116274.29,50.0,594.0,1.39,0.29
5876,Zi3117,2020-11-10 00:00:00.000000000,Social Networks,East,18-25,Others,53158.73,32.0,2586.0,1.4,0.07
5877,We4835,2020-07-04 00:00:00.000000000,TV,South,18-25,Male,140610.13,17.0,232.0,1.2,0.28
5878,Ps3178,2019-06-16 00:00:00.000000000,Email,East,18-25,Others,46013.05,73.0,1949.0,1.01,0.04
5879,Io3558,2021-08-10 00:00:00.000000000,Online Advertising,North,26-35,Male,5198.03,38.0,1126.0,0.59,0.04
5880,Gt4945,2021-06-27 00:00:00.000000000,Direct Advertising,South,26-35,Male,48899.54,4.0,1987.0,1.03,0.03
5881,Rv1060,2021-08-22 00:00:00.000000000,Social Networks,South,26-35,Male,146634.57,85.0,238.0,0.15,0.18
5882,Mq6562,2022-10-02 00:00:00.000000000,Social Networks,East,26-35,Female,113591.36,32.0,516.0,0.88,0.22
5883,Me6924,2021-02-05 00:00:00.000000000,Online Advertising,North,18-25,Male,87824.86,10.0,2719.0,1.14,0.13
5884,Fp8870,2022-08-01 00:00:00.000000000,Direct Advertising,North,36-45,Female,128443.95,18.0,766.0,0.73,0.14
5885,Vw3666,2018-02-07 00:00:00.000000000,Social Networks,East,18-25,Male,143244.54,60.0,617.0,1.18,0.21
5886,Fe2957,2021-10-05 00:00:00.000000000,Direct Advertising,East,36-45,Female,72509.6,38.0,563.0,1.25,0.1
5887,Gy9071,2018-05-29 00:00:00.000000000,Online Advertising,South,26-35,Male,145546.77,32.0,506.0,0.92,0.11
5888,Of9349,2019-10-30 00:00:00.000000000,Online Advertising,North,56+,Male,76085.33,33.0,1471.0,0.9,0.14
5889,Ut2308,2021-10-02 00:00:00.000000000,Direct Advertising,West,36-45,Female,13139.15,10.0,2771.0,1.01,0.17
5890,Ip7628,2022-11-08 00:00:00.000000000,Social Networks,East,36-45,Female,38789.45,99.0,1038.0,1.05,0.2
5891,Lg1190,2020-05-02 00:00:00.000000000,TV,West,56+,Others,60492.07,2.0,1487.0,1.31,0.27
5892,Zs4725,2018-01-08 00:00:00.000000000,TV,West,56+,Male,84102.69,37.0,696.0,1.16,0.22
5893,Po7397,2020-02-24 00:00:00.000000000,Email,South,36-45,Female,96059.51,75.0,659.0,1.34,0.04
5894,Pr9149,2021-01-18 00:00:00.000000000,Online Advertising,North,56+,Others,46766.24,51.0,1625.0,0.62,0.28
5895,Nc8871,2018-10-23 00:00:00.000000000,Direct Advertising,East,26-35,Male,146680.77,28.0,1999.0,0.26,0.24
5896,Bo3135,2019-04-05 00:00:00.000000000,TV,East,56+,Others,23482.57,29.0,1254.0,0.95,0.17
5897,Lo3401,2022-09-16 00:00:00.000000000,Direct Advertising,South,18-25,Male,85655.12,63.0,1690.0,0.25,0.1
5898,Tj7885,2018-05-04 00:00:00.000000000,Social Networks,West,26-35,Others,135863.89,44.0,1162.0,0.91,0.2
5899,Rz3018,2021-05-16 00:00:00.000000000,Social Networks,South,56+,Female,140659.87,30.0,1537.0,0.65,0.2
5900,Ka4538,2019-02-18 00:00:00.000000000,Social Networks,West,46-55,Male,54953.24,56.0,40.0,1.06,0.24
5901,Qk5258,2019-09-01 00:00:00.000000000,TV,South,46-55,Female,12895.23,93.0,2292.0,1.06,0.07
5902,Gz2591,2019-01-10 00:00:00.000000000,Direct Advertising,West,46-55,Others,45768.33,7.0,1166.0,0.97,0.22
5903,Du4188,2018-06-19 00:00:00.000000000,Email,East,46-55,Male,94436.95,52.0,2760.0,0.29,0.16
5904,Qv6616,2022-09-21 00:00:00.000000000,Direct Advertising,North,46-55,Others,133914.07,48.0,146.0,1.41,0.08
5905,Rx2805,2022-04-09 00:00:00.000000000,Direct Advertising,South,36-45,Male,144634.54,48.0,2111.0,0.59,0.04
5906,Iw8521,2020-06-09 00:00:00.000000000,Social Networks,South,26-35,Male,114925.82,19.0,82.0,1.1,0.13
5907,Jf7185,2020-10-27 00:00:00.000000000,TV,North,18-25,Male,43108.85,92.0,1389.0,1.36,0.17
5908,Kj1906,2018-08-15 00:00:00.000000000,Email,West,18-25,Others,14434.14,47.0,1962.0,1.4,0.16
5909,Vw5980,2022-05-23 00:00:00.000000000,TV,North,56+,Others,35545.83,67.0,2735.0,1.1,0.28
5910,Pt2964,2020-12-06 00:00:00.000000000,Online Advertising,East,56+,Male,137253.77,19.0,507.0,0.89,0.29
5911,Dq5448,2020-02-20 00:00:00.000000000,Social Networks,East,18-25,Male,73155.65,71.0,1995.0,1.2,0.06
5912,Sm2667,2021-11-22 00:00:00.000000000,Online Advertising,North,26-35,Male,143492.0,8.0,2605.0,0.15,0.29
5913,Jb7564,2022-02-11 00:00:00.000000000,Direct Advertising,East,46-55,Others,121406.1,99.0,311.0,0.09,0.1
5914,As8058,2021-03-16 00:00:00.000000000,TV,South,36-45,Female,41907.31,100.0,2353.0,1.33,0.16
5915,Rt2705,2022-11-09 00:00:00.000000000,Online Advertising,West,36-45,Male,75319.51,69.0,1429.0,0.41,0.04
5916,Mz3612,2018-03-06 00:00:00.000000000,Social Networks,South,36-45,Female,50011.37,42.0,1612.0,0.58,0.06
5917,Dr7851,2018-06-08 00:00:00.000000000,Social Networks,West,26-35,Male,59005.67,20.0,2341.0,0.57,0.17
5918,Nq7679,2022-03-22 00:00:00.000000000,Email,South,26-35,Others,70103.2,86.0,334.0,0.29,0.27
5919,Bo8476,2021-12-27 00:00:00.000000000,Email,North,56+,Female,23449.39,68.0,2440.0,0.69,0.19
