ID,satisfaction_client
Dh7775,60.258026
Zt5716,60.053043
Pv9986,60.258026
Ew6779,60.053043
Qa4811,60.258026
Hy1714,60.258026
Eo1309,60.258026
Is8657,60.053043
Ua6125,59.952328
Yb3153,60.258026
Bc7507,60.258026
So4321,60.258026
Ac2518,59.952328
Lx8320,60.053043
Wm5176,59.952328
Yl6376,60.258026
We4832,60.24055
Mh7232,60.258026
Xl2191,60.24055
Py3036,60.24055
Cy5967,60.258026
Lb7873,60.053043
Ha3119,60.258026
Pe7602,60.032097
Jl1489,59.95543
Ov5589,60.258026
Yt3554,60.053043
Nq2480,60.258026
Du4380,60.24055
Te4890,60.053043
Zn4023,60.053043
Kq5174,59.952328
Nw7821,60.053043
Sp4944,60.258026
Um6810,60.258026
Uk5648,60.258026
Gs2228,59.952328
Us2401,60.258026
Zr6147,60.258026
Sm4549,59.952328
Lo5640,60.053043
Lu9611,60.258026
Ti7019,59.952328
Lf2142,60.053043
Ca2043,60.258026
Uh9793,60.243534
Jv9401,60.258026
Mi5455,60.24055
Tw6726,60.049572
Jh1588,60.049572
Bq6968,59.952328
Ng4248,60.258026
Tf8491,60.24055
Fn6182,60.053043
Pg8535,60.258026
Kf1267,60.053043
Np2866,59.952328
Rg6768,60.258026
Al3466,60.053043
Zr7952,60.053043
Nr2214,60.258026
Pn6434,60.24055
As6422,60.258026
Yj7559,60.258026
Zv7433,60.258026
Al6888,60.258026
Bm5719,60.258026
Ac4813,59.952328
Uf6133,60.053043
Ss8887,60.243534
Pc7380,60.053043
Ho3871,60.053043
Er7227,60.258026
Qo4738,60.258026
Iw9827,60.053043
Ex3734,60.258026
Za9741,59.952328
Nr5051,60.258026
Jb9561,60.053043
Al2308,60.053043
Ir3831,60.258026
Zg4902,60.431076
Je6693,60.258026
Ee4853,59.952328
Tp2912,60.24055
Mk3573,60.258026
Es2591,59.952328
Cj9509,60.258026
Pa9001,60.258026
Db9419,60.258026
Kc7528,59.952328
Tj3307,60.258026
Ak2135,60.053043
Ed9933,60.053043
Hu2520,60.457283
Gf8915,60.24055
Rv9831,60.24055
Sp9842,60.053043
Sk6198,60.258026
Ij4938,60.243534
Ei9767,59.952328
Qu6639,60.053043
Fv2321,59.952328
Rm3019,60.053043
Yr8480,60.24055
Xf9910,60.258026
Cc3715,59.952328
Ps5858,60.053043
Nw5254,60.258026
Ia8426,60.258026
Yh9406,60.053043
Zf6842,60.053043
Tj2581,60.258026
Gw8174,60.258026
Uw6525,60.24055
Ha5026,60.258026
My9079,60.24055
Rg6592,60.258026
Rb5587,59.95786
Va5096,59.952328
Oq5484,59.95543
Ba7900,60.053043
Yx6015,60.053043
Yo2232,60.053043
Jf9085,60.457283
Iw3709,60.053043
Fc9891,60.258026
Bv7964,60.258026
Qx6764,60.24055
Cr8564,60.258026
Bb1301,60.053043
Ke9778,60.258026
Xj4660,60.258026
Gw3778,60.24055
Ca8233,60.258026
As2677,60.258026
Ih1022,60.258026
Tz9389,60.258026
Lc8571,60.258026
Ga9461,59.952328
Bv7837,59.96096
Ym6928,60.053043
Fr5212,60.258026
Zp4775,60.053043
Zg5466,60.457283
Sg2292,60.049572
Si7349,60.258026
Al2924,60.24055
Hp4680,59.952328
Ip2571,60.258026
Vp9302,60.049572
Ir3435,60.258026
Qv3289,60.24055
Ac3635,60.258026
Gn5715,60.258026
Uk3920,60.258026
Pk5102,60.053043
Gs8731,60.053043
Hi3745,60.258026
Uh3933,60.049572
Tr3399,59.67442
Yh8918,60.24055
Wt8775,60.258026
Ax1328,60.457283
Bw3940,60.24055
Mp7871,60.053043
Vb6718,60.053043
Do7584,59.95786
Vd4408,60.049572
Ip6023,60.053043
Dh9995,60.258026
Kb1022,60.24055
Cq1382,59.952328
Ar4560,59.952328
Bw1500,60.258026
Ej7702,60.258026
Zs1951,60.24055
Nq5977,60.24055
Hb3960,60.053043
Cx4284,60.258026
Kw6439,60.053043
Lv5108,60.258026
Mm1129,60.258026
Tw1836,60.258026
Jl6068,60.22606
Hf3207,59.952328
Cu9696,60.053043
Wc9657,60.24055
Do4878,60.243534
Vm5115,60.258026
Xf8937,60.053043
Sp3329,60.258026
Jv6642,60.258026
Wl9539,60.24055
Zd7794,60.258026
Vl5025,60.053043
Gh9162,59.952328
Tl8851,60.24055
Av2913,60.032097
Bn6113,60.053043
Ly7665,59.952328
Ia1440,59.952328
Rg9952,60.258026
Hg2797,59.96096
Lk3604,60.258026
Ar7182,60.258026
Ni9802,59.952328
Gw1722,60.049572
Gs4891,60.457283
Zy8887,60.243534
Gg4293,60.053043
Yp2162,60.258026
Oa8698,59.952328
Ku1968,59.952328
Zj8898,60.258026
Pu3005,59.952328
Pi7345,60.258026
Je5269,59.95786
Zs7641,60.258026
Xf8496,60.053043
Fl7393,60.053043
Jm3405,60.24055
Qg8113,60.053043
Tn8148,60.258026
Wd3450,60.053043
Ob2175,60.258026
Mn8906,60.24055
Jc9775,59.952328
Kf4013,59.95786
Xw9722,59.952328
Wm4765,60.258026
Pa2973,59.952328
Vc5333,59.952328
Ki1986,60.053043
Bj3713,60.258026
Kn4120,59.95786
Pp7968,60.053043
Ws1666,60.24055
Va3949,60.258026
It1137,60.457283
Sh6606,60.053043
Hj4356,60.258026
Zc7049,60.243534
Fn2748,60.053043
Jx4841,60.258026
Dp1976,59.95543
Fm3956,60.258026
Mm9531,59.952328
Cl1198,60.053043
Lo7301,60.258026
Pg3323,60.053043
Oq4561,60.258026
Av2352,59.95543
Wf1589,60.049572
Ox7952,60.258026
Sn5437,60.258026
Im3992,60.243534
Kj5929,60.258026
Gh6677,60.24055
Bf7034,60.049572
Gw2777,60.053043
Md5417,60.24055
Ob2423,60.24055
Hr1611,60.24055
Qn8510,59.952328
Np5627,60.049572
Mg5800,60.24055
Qm3189,59.95543
Cf7281,60.053043
Wr8769,60.24055
Qk7026,60.24055
Wh8876,60.258026
Km6420,60.049572
Dp2232,60.053043
Gb4627,60.22606
Rw5049,60.258026
Ks1231,60.24055
Hh9575,60.258026
Vq4656,60.258026
Ov9590,60.053043
Ck2438,60.258026
Rk1545,60.053043
Xg3049,60.258026
Fn5806,60.258026
Ju3714,60.243534
Bp4346,59.952328
Wq9780,60.24055
Wi2838,60.049572
Rl9278,59.952328
Ca6280,60.258026
Ma1009,60.24055
Ir8637,60.258026
Xq2861,60.258026
Ao4942,60.258026
Qb8870,60.258026
Pt9920,60.24055
Rw4837,60.258026
Sc6738,60.258026
Gr5536,59.95786
Tm8698,60.258026
Kj3312,60.258026
Rs6395,60.24055
Xx5762,60.258026
Tu4686,60.258026
Cp8982,60.436607
Db1524,60.258026
Xt9391,60.24055
Wv5294,60.243534
Rd9169,60.049572
Jn9087,60.053043
Th3767,60.258026
Ec9548,60.243534
Ng6164,60.24055
Bi2040,60.258026
Yf4838,59.952328
Ff3412,60.053043
Tn6442,59.95543
Si8888,60.258026
Iz9159,60.24055
Ue7839,60.258026
Es6724,60.258026
Gf2211,60.053043
Tm5595,60.053043
Bz8269,59.95786
Fi5408,59.952328
Wq8258,60.24055
Wd6269,60.258026
If8338,60.24055
Gl8861,60.258026
Ez1717,60.258026
Cn9782,60.258026
Wj5211,60.258026
Pa6350,60.258026
Au4253,60.258026
Cn6362,60.258026
Eq7031,60.24055
Zz9386,60.258026
Tn1007,60.243534
Ww3793,59.95786
Hb7344,60.258026
Tm4503,60.258026
Rz1115,60.24055
Ly8830,60.258026
Vj5647,60.24055
Fv7424,60.24055
Jp6020,60.258026
No4457,60.053043
Pe2641,60.243534
Lu3443,60.258026
Fy1781,60.258026
Sl5207,60.258026
Jf2765,60.24055
Xf1113,60.258026
Ru1117,60.053043
Ph1587,60.258026
Jb6372,60.258026
Qy3121,60.258026
Ux5371,59.952328
Te5684,60.053043
Cp6332,60.258026
Ls8449,60.24055
Gd7839,59.952328
Yj5834,60.258026
Db4048,59.952328
Jl1008,60.053043
Ec3096,60.258026
Ag8345,60.258026
Sv4241,60.258026
Xb9460,59.952328
Dk6164,60.258026
Mb3358,60.24055
Bi1399,60.24055
Ef5151,60.258026
Tn1570,60.258026
Hm6164,60.053043
Np1313,59.952328
Dz9640,60.24055
Tq8761,60.049572
Vw5760,60.24055
As1137,60.053043
Pa3192,60.258026
Vd3689,60.053043
Ed5751,60.258026
Du4322,60.258026
Fk9540,60.053043
Ng5986,59.952328
Hk9773,59.952328
Xv6908,60.258026
Nj4913,60.053043
Id1836,60.457283
Tm4654,60.258026
Js6245,60.24055
Ah6050,60.258026
Pg8930,59.95786
Nz2570,59.95543
Ak2488,60.258026
Zh9603,60.243534
Rg7064,59.952328
Wo5727,60.24055
Ti5074,60.049572
On6782,60.258026
Ov3324,60.24055
Cp1582,60.258026
Sl7915,60.258026
Zb8828,60.24055
As1768,60.258026
Np6776,59.95543
Fj5350,60.258026
Wh8092,60.24055
Iq6230,60.258026
Bc5404,60.258026
Wa6792,60.053043
Fk1197,60.24055
Aq1707,60.053043
Jc3216,60.053043
Ti1469,60.24055
Em1102,60.243534
We9680,60.24055
Ua6599,60.258026
Jb6389,60.053043
Yi5491,60.053043
Mw1223,60.053043
Qn4425,60.258026
Kb4166,60.053043
Qm2364,60.053043
Up6779,60.258026
Wo5267,60.049572
Ii8639,60.258026
Wu7056,59.952328
Bz7703,60.053043
Oj9299,60.258026
Af6743,60.053043
Bt8731,60.258026
Vl4451,60.053043
Lr2198,60.258026
Rk5509,60.053043
Je6495,60.436607
Jw5501,60.053043
Qw9872,60.053043
Fq9179,60.258026
Pk3172,60.258026
Sx9293,60.258026
As6548,60.258026
Yt3852,60.258026
Pz6945,60.431076
Qx9804,60.24055
Wp4068,60.258026
If4626,60.24055
Hi4472,60.258026
Kj5202,60.258026
Hd9570,60.049572
Ad1333,60.258026
Ck5749,60.053043
Ov5932,60.258026
Pz4727,60.053043
Ar4607,60.24055
Mh6379,60.24055
Jy5369,60.24055
Nc9942,60.24055
Kb6762,60.053043
By6260,60.258026
Na3266,59.952328
Ss7568,60.243534
Rx8147,60.032097
Dw8052,60.258026
Om9842,60.258026
Wk7870,60.258026
Ko8916,60.243534
Xa8011,60.053043
Wb9962,60.24055
Gk8635,60.258026
Vw4908,60.258026
Pr6264,60.053043
Xc6652,60.258026
Tz1398,60.258026
Lo4257,60.258026
Qe4229,60.258026
Io5504,59.952328
Uv4304,60.049572
Wh3197,60.258026
Qv6672,60.243534
Tt1249,60.258026
Cm1380,60.258026
Bb3892,60.24055
Fg1547,60.258026
Hq9043,60.243534
Gs6634,60.258026
Wg9298,59.952328
Fy1320,60.258026
Ad2103,60.032097
Rz1959,60.431076
Qa4847,60.258026
At4859,60.053043
Ll2900,60.24055
Rb5130,60.049572
Yx9582,60.457283
Lk5340,60.24055
To1842,60.24055
We1261,60.258026
Jm8687,60.258026
Lj2511,60.258026
Im2291,60.053043
Zt1773,59.952328
Pi8343,60.053043
Jd7104,59.95543
Kr1561,60.243534
Ta2214,60.24055
Nh8723,60.049572
Tw6905,60.258026
Eg8400,60.049572
Zn2118,60.258026
An7975,60.24055
Yw7680,59.95786
Ty1705,60.258026
Gu6633,60.258026
Di5739,60.053043
Cy1284,60.258026
Zn7841,60.24055
Rv9064,60.24055
Ue9482,60.24055
Oo5782,60.258026
Ro7164,60.258026
Gf5056,60.243534
Yx1568,60.24055
Hz4936,59.952328
Pr3640,60.24055
Vs4847,60.258026
Ah4679,60.258026
Vy5597,59.95786
Pg8004,60.053043
Vt7488,60.24055
Ks9289,60.053043
Ge7731,60.053043
Qh1299,60.258026
Ng2838,59.67442
Fk9953,60.24055
Zo5743,60.258026
Ql9168,59.95786
Sz9808,60.258026
Hh6709,59.952328
Wv1411,60.24055
My6720,60.258026
Zp9290,59.952328
Vt6935,60.258026
Ex3545,60.258026
At7900,59.952328
Ix4215,60.258026
Xw5276,60.053043
Mw1809,60.243534
Ln2131,60.053043
Qr5780,60.24055
Zi8528,60.053043
Lc4893,59.952328
Dv2949,60.243534
Tu7465,60.258026
Tv5617,60.049572
Qe1315,60.258026
Cb8860,60.258026
Oz1235,60.053043
Oq4477,60.258026
Rw4866,60.258026
Hh3504,60.258026
Xa7286,60.258026
Lv2473,60.049572
Jj3333,60.258026
Np6521,60.258026
Tp1142,60.258026
Xq4889,59.95786
Ye4881,60.258026
Xf9629,60.049572
Xu7275,60.053043
Bb8777,60.258026
Rd6091,60.258026
At2776,59.952328
Zr1238,60.032097
Fg1906,60.258026
Ui2335,60.24055
Uf4426,59.952328
Mb6915,60.049572
Dz5924,60.258026
Iq8439,60.24055
Nk7880,60.243534
Fu2980,60.258026
Lq1601,59.95543
Dg1776,60.24055
Kw7045,60.258026
Nf2252,60.258026
Gq7671,60.24055
Zd5254,59.952328
Up6791,60.24055
Jn7135,60.053043
Ch3491,60.258026
Wc5282,60.431076
Ek2541,60.053043
Ln2831,60.258026
Je6027,60.457283
Qo9889,60.258026
Tr6229,60.053043
Wa2264,60.243534
Vu2075,59.95786
Rv1778,60.24055
At3656,60.032097
Os7410,60.053043
Gb5318,60.243534
Ei7619,60.049572
Lq1345,60.258026
Kv3669,59.952328
Fy4876,59.952328
Cc6588,60.258026
Lr7096,59.952328
Br1498,60.24055
Jq9561,60.24055
Eo4928,60.24055
Li8259,60.049572
Jy5585,59.952328
Xc2227,60.24055
Kg6730,60.24055
Qm7499,60.053043
Ae8230,60.258026
Zu8948,60.053043
Mj2952,59.952328
Jd8767,60.258026
Mw2802,60.258026
Bw2636,60.258026
Bc8832,60.053043
Ix2788,60.258026
Dy3364,60.049572
Rf1751,60.431076
Iu3293,60.258026
Wy4285,59.952328
Fi4839,60.258026
Wj8611,60.258026
Kl5884,60.24055
Fp1758,60.258026
Xv1958,59.67442
Ew9966,59.952328
Kb7155,60.053043
Zy6679,60.258026
Wt2651,60.24055
Ds2426,60.24055
Ur7525,60.258026
Ek1268,59.95543
Sc7909,60.457283
Pg8353,60.053043
At3731,60.243534
Ne6648,61.243427
Fc4626,60.258026
Kb2557,60.258026
Wd2965,60.049572
Cg7458,60.258026
Hh8959,60.258026
Wb6193,59.95543
Ms2565,60.24055
Hv5512,60.258026
Zo8413,60.258026
Sz6232,59.95786
Wc9376,60.258026
Uz6628,60.258026
Ka1283,60.258026
Sm8839,60.032097
Av7341,60.053043
Ty8793,60.049572
Hn5726,60.049572
Uy6590,59.95786
Ml7517,59.952328
Ts9527,60.032097
Pz4090,60.258026
Uh4012,60.24055
Sz1529,60.24055
Sd1106,60.258026
Hd3323,60.258026
Jt8138,60.258026
Tb2368,59.95786
Pe6347,60.24055
Ur1788,59.95786
Rw9379,60.258026
Ym9691,60.258026
Vx2523,60.258026
Yd7659,60.243534
Mm7212,60.053043
Xk4199,60.258026
Rq2477,60.24055
Gb7056,60.258026
Zy8198,60.22606
Zv5014,60.258026
Qy6150,60.258026
Jg9120,59.952328
Cw5575,60.258026
Sb5960,60.053043
Ep9268,60.243534
Wd7874,60.258026
Kc8421,60.258026
Sb7616,60.053043
Au7392,60.258026
Xd5585,60.258026
Oe1799,60.258026
My2208,60.258026
Xa8045,60.258026
Tc5366,60.258026
Bw6745,60.258026
Uo8192,60.053043
Ol1078,60.24055
Kv1931,60.258026
Wd3615,59.952328
Yv3010,60.258026
Mw6868,59.952328
Bm7037,60.258026
Qt2977,60.258026
Sq7928,60.053043
Cf7213,60.053043
Iy5563,59.952328
Sj7743,60.049572
De3764,59.952328
Tm5715,60.258026
Ej8937,60.258026
Wj3946,60.049572
Ok1900,60.258026
Pq6063,59.952328
Vt3016,60.258026
Cp9498,60.053043
Sa1770,59.952328
Pm4369,60.258026
Nv6666,60.032097
Kz7296,60.258026
Yz7562,60.243534
Zi6837,60.24055
Zu2207,59.95543
Do4403,60.24055
Qh9852,60.053043
Co9269,59.952328
Ye1953,60.258026
Yx6236,60.053043
Gi7293,60.258026
Gk6679,59.952328
Ie8558,60.258026
Cr5766,59.952328
Tr1719,60.258026
Wi9859,60.24055
Bm49309,60.258026
Fx9390,59.952328
Lu7767,60.053043
Uv3179,60.258026
Ys3312,59.952328
Qy5189,60.24055
Ua4291,60.053043
Oz6698,60.258026
Wj2391,59.95543
Ws6391,60.22606
Cl4509,60.053043
Pq1625,60.053043
Nw2655,60.258026
Ke7117,60.049572
Vk8815,60.258026
Iw8638,60.258026
Mo6576,60.457283
Nk5386,60.053043
Mr1869,60.258026
Gc6778,60.24055
Ld7587,60.258026
Zk5319,60.053043
Zg7167,59.95786
Lc3292,59.952328
Vx9069,60.049572
Eq8258,60.258026
Vs3974,59.952328
Ni7002,60.053043
Ha3415,60.258026
Ax9778,60.24055
Jp7916,60.258026
Db9354,60.258026
Mu8072,60.258026
Yu8522,60.258026
Zz4036,60.258026
Gb9774,60.258026
Bk4318,60.053043
Xt2900,60.258026
Ur7911,60.258026
Eh8427,60.053043
Wh8429,60.258026
Yb3843,60.053043
Lq3140,60.258026
Ts4637,60.258026
Nm8260,60.053043
Hs6185,60.053043
Yi8177,60.258026
Hv8018,60.049572
Ew7239,60.243534
Jr5094,60.053043
Nf8530,60.258026
Jv1503,60.258026
Ta7040,60.053043
Di2530,59.95786
Yg7736,60.053043
Za2225,60.258026
Hl2729,60.053043
Fq3374,60.24055
Ve4111,60.24055
Ld2670,59.95786
Lo9188,60.258026
Kc4826,60.258026
Eq2486,60.258026
Jr9227,60.258026
Vi2257,60.053043
Ic5167,60.258026
Kf9434,60.049572
Hm2652,60.243534
Ge7472,60.258026
Zq9423,60.053043
Wc2405,60.053043
Dl1578,60.053043
Xl4434,60.053043
Zw7011,60.24055
Pa8338,60.049572
Dm9531,60.053043
Pp7440,60.24055
Rz1021,60.24055
Ei5825,59.952328
Jw1170,60.258026
Bz6753,60.457283
Me3388,60.258026
Vs2243,59.952328
Sb7769,59.952328
Lx7121,60.457283
Na1259,60.049572
Pn7207,60.049572
Vo3445,60.258026
Zm8647,60.243534
Dk9128,59.952328
Ep5986,60.258026
Jk5201,59.952328
Qa2170,60.258026
Mp3665,60.053043
Ai9595,60.258026
Gf7215,60.258026
Mx2413,60.258026
Jj3599,60.053043
Jz4488,59.952328
Zk7209,60.258026
Ei8356,60.258026
Ld5386,60.24055
Vt3688,60.258026
Sn5467,60.258026
Ae5799,60.258026
Dt8663,60.24055
Qv2199,60.258026
Sa5434,60.258026
Xh9538,60.032097
Gt7558,60.22606
Oh2330z,60.258026
Bb7786,60.24055
Ii3520,60.053043
Ex9265,60.258026
Oe9929,59.952328
Rf9469,60.24055
Sk3160,60.24055
Xz1189,60.258026
Wf1178,60.258026
Cg3253,60.258026
Op4553,59.952328
Yl4255,60.258026
Ev2957,60.258026
Ci3044,60.258026
Kw2827,60.258026
Pk6210,60.053043
Xw1022,60.258026
Aa5643,60.258026
Rm2376,60.258026
Mv6467,60.258026
Rt5665,60.258026
As2081,60.24055
Jc5257,60.053043
Ib2081,60.24055
Mv4046,60.258026
Ua4905,60.258026
Yz7867,60.258026
Ky3757,60.053043
Zf6611,59.952328
Nr8104,60.258026
Ke9218,60.258026
Dj6775,60.053043
Jm7039,60.053043
Qy7355,60.049572
Tt7997,60.053043
Vo6431,59.952328
Lh1738,59.952328
Rw5045,60.258026
By6170,60.032097
Ig1496,60.258026
Xn7530,60.053043
Gx6720,60.258026
Dq2894,60.053043
Jd2429,60.053043
Bx2887,60.258026
Ff2738,59.952328
Or5680,60.049572
Vz2489,60.258026
Sz5785,60.258026
So9812,59.952328
Hn1695,60.258026
Ry1691,60.053043
Bg1550,60.24055
Bq3562,60.258026
Xj3509,60.049572
Dk2477,60.457283
Oa2629,60.053043
Se8651,60.258026
Lf2886,60.258026
Sr2390,60.053043
Nz8919,60.053043
Gg4639,60.258026
Fa3649,60.258026
Qv9818,59.67442
Qe1223,60.049572
Gx3543,60.258026
Uv8877,59.952328
Zb7359,60.258026
Hc5589,60.053043
Yf1518,60.258026
Gn5424,60.24055
Ew5028,60.258026
Qd6608,60.24055
Qv9469,60.258026
Iz7793,60.258026
Pr9624,59.952328
Mb7046,60.24055
Hu9250,60.24055
Vw5056,60.258026
Wo2667,60.258026
Gk3229,60.049572
Bx2824,60.053043
Cj3025,59.952328
Ht7520,60.258026
Yp8814,60.258026
Ko7580,60.258026
Ll8970,60.24055
Rh3799,59.952328
Le2251,60.053043
Xf6717,60.258026
Zv1152,60.258026
Ks8893,60.457283
Ho6439,60.24055
Mi9189,60.258026
Ni3614,59.952328
Nw6282,60.431076
Lq3842,60.258026
Wz8343,60.258026
Wj7082,59.952328
El8527,60.053043
Xu3367,60.258026
Kx1265,60.258026
Rp6831,60.032097
Fb9935,60.24055
Kw3274,60.258026
To8794,60.053043
Gk2080,60.24055
Wv8759,59.952328
Yy9571,60.457283
Vq8028,60.053043
Ts3509,60.24055
Zz3726,59.952328
Qm7557,60.243534
Zw6308,60.24055
Nw2043,59.952328
Nx1987,60.24055
Zh1132,59.952328
Za6293,60.258026
Dn4320,60.258026
Gj4027,60.258026
Gx7393,60.24055
Tu7275,60.24055
Xv7817,60.258026
Dc2703,60.053043
Np9775,60.049572
Fv5890,60.053043
Pa2623,60.049572
Le3050,60.258026
At4382,60.053043
Ca8626,60.053043
Gc2771,59.95786
Mz8982,60.049572
Di8815,59.952328
Ms5372,60.258026
Ij7881,60.258026
Kz6280,60.431076
Bj3748,60.258026
Cb1867,60.258026
Hf9765,60.258026
Ug6595,60.053043
Iz3302,60.049572
Vi1499,60.258026
Qx6994,60.032097
Do7872,59.952328
Zn8133,60.258026
Zt2177,60.032097
Sa8227,60.258026
Iy6003,59.952328
Be9362,60.053043
Co7628,60.049572
Xo3116,60.24055
Nb4023,60.258026
Zs4663,60.258026
Nl5816,60.24055
Mr2345,60.258026
Aq6156,59.952328
Dn6753,60.053043
My6503,60.258026
Vp3975,60.053043
Mt4461,60.049572
Br5396,60.032097
Ts5723,59.952328
La4789,60.258026
Yz2008,60.258026
St5567,60.053043
Qr9709,60.258026
Wb7275,60.258026
Xr7377,59.95786
Wf9177,59.952328
To4675,59.95786
Pe2974,60.24055
Il5646,60.24055
Rb4343,60.053043
Ig8458,60.258026
Fi6427,60.258026
Dr5028,60.049572
Be9685,59.952328
Oj4999,60.258026
Ms6279,60.24055
Gy3364,60.258026
He9248,60.258026
Da1572,60.258026
Ve3062,60.053043
Gm7645,60.24055
Yw3346,60.258026
Vh7194,60.431076
Tm2227,60.24055
Zm5058,60.457283
Oz9369,60.258026
Gm8785,59.96096
Xh4348,59.952328
Qu7982,60.053043
Rh7784,60.258026
Xf5765,59.952328
Fd8997,60.258026
Wm8248,60.243534
Gv1494,59.952328
Hj9654,60.243534
Bh5322,60.258026
Uz2797,60.053043
Mf5522,60.24055
Tg3154,60.053043
Ym3440,60.258026
Mj3555,60.053043
Wq8203,59.952328
Jt2919,59.952328
Yw1461,60.258026
Ma8794,60.258026
Ad1589,60.053043
Qk4558,60.436607
Lq8557,60.258026
Tc5761,59.952328
De9496,60.258026
Ay5175,60.24055
Yh2692,60.258026
Cd6387,60.258026
Ac6469,60.053043
Df3275,60.258026
Kr2259,60.258026
Zg1524,60.24055
Jc8469,59.67442
Ld6750,60.053043
Mb8385,60.258026
Kc3474,60.053043
Wv8302,60.258026
Wb4968,60.049572
Su7939,60.053043
If8925,60.053043
Sr4308,59.95786
Yc7144,60.258026
Nn4058,60.24055
Nz4163,59.95543
Wd1008,60.053043
Pp4825,60.258026
Rj9362,60.258026
Dl3716,60.258026
Gr1119,59.952328
Mv2374,60.24055
Wk4542,60.053043
Ml9897,60.258026
Uy1113,60.053043
Dp2563,60.053043
Nl1149,60.258026
Ou3767,60.053043
Xw3942,60.243534
Rd6686,60.258026
Ao1778,59.952328
Gy4098,60.258026
Wk2223,60.258026
Kv2714,60.053043
Ro6631,60.258026
Ol9298,60.258026
Cv9470,60.053043
Xm4135,60.258026
Mv3147,60.258026
En7467,59.952328
Lz4544,60.258026
Fd4337,60.258026
Hm4809,60.258026
Cw8542,59.952328
Zp4767,60.258026
Aq3342,60.24055
Fu6755,60.258026
Tg8618,59.95543
Hs8323,59.952328
Lt7880,60.24055
Uo2236,60.24055
Gk9614,60.258026
Ji5224,60.032097
Jl7076,59.952328
Ie5697,60.049572
Zg3219,60.258026
Tx2382,60.22606
Tr5665,60.258026
Yu7481,59.95786
Yk5583,60.24055
Bt5575,60.258026
Vf8943,60.053043
Wq8216,60.053043
Fc7497,60.258026
Rm3432,60.258026
Uj2618,60.049572
Rw6493,59.952328
Ec5246,60.24055
Of3960,60.053043
Ii7954,60.258026
Gi8213,60.258026
Gk5673,60.258026
Ei4121,60.053043
Uv7805,60.258026
Vh1888,60.258026
Ca7075,60.24055
Ha7911,60.258026
Eq8544,60.258026
Ge6102,60.258026
Zk4195,59.952328
Ps6912,59.952328
Qg8619,60.053043
Pe7760,59.952328
Ga6745,60.053043
Ld8158,60.258026
Pc1442,60.258026
Yh3714,60.053043
Uw7332,59.952328
Cq7119,60.258026
Qh1952,60.258026
Zp3422,60.053043
Yf3973,60.24055
Ld3402,60.258026
Sv2245,59.952328
Aa6901,60.258026
Ci1447,60.053043
Pr4035,60.258026
Ww6677,59.952328
Xc6676,60.258026
Wy3600,59.95786
Pm1027,60.258026
Hw9519,59.952328
Fh8126,60.24055
Dz6881,60.457283
Jn1678,60.053043
Ii5608,60.258026
Rt9392,59.952328
Ca1412,60.258026
Ds8662,59.952328
Jk2988,60.258026
Ny1486,60.258026
Ho6649,60.431076
Pp1707,60.243534
Ca1039,60.053043
Ps8727,60.258026
St1154,60.24055
Ob7918,59.952328
Ne9052,60.053043
Qw1819,60.24055
Bd4888,60.24055
Uf4943,60.258026
Oi7335,60.24055
Zm4354,60.258026
Ol3770,60.22606
Lo4711,59.952328
Ya2146,60.258026
Gt7940,60.431076
Xu7832,60.258026
Kk1980,59.952328
My1592,60.049572
Bp6008,60.24055
Ar8719,59.952328
Ai2038,60.258026
Gq4919,60.258026
Ja9209,60.053043
Nz6351,60.258026
Oe1860,60.258026
Xp9198,59.95543
Qd5308,60.258026
Gg2790,59.952328
Tr6467,60.258026
Bm3629,60.053043
Xu8009,60.24055
Ut6904,59.95786
Ti9449,60.258026
Ga7339,60.049572
Ht1815,60.24055
Ft6332,60.053043
Ub3715,59.952328
Kw7435,59.952328
Lh2522,60.053043
Ok8751,59.952328
Ta5909,60.049572
Zt4328,59.95543
Ej2425,60.053043
Lf4136,60.258026
Db6567,60.258026
Yk7024,60.053043
Yh1527,60.258026
Ej6777,59.95543
Mz5965,60.053043
Nr1122,59.952328
Cx9630,60.049572
Mw3355,59.95786
Vd6413,60.258026
Re7529,59.952328
Rl1698,60.258026
Ht8385,60.258026
Jj6633,60.049572
Bf8717,60.24055
As1681,60.24055
Cs7177,59.952328
Ov7886,60.258026
Rg1185,60.053043
Xm6047,60.258026
Iw8470,60.457283
Vd5191,60.258026
Yq8529,60.053043
Fb6934,60.24055
Iw5753,60.258026
Pn5619,60.258026
Iv3475,60.24055
Hc3232,60.258026
Yt6543,60.258026
Zp1279,59.95786
Hx3803,60.258026
Aj2409,60.053043
Lv8555,60.258026
Ut1238,59.952328
Iu9159,60.24055
Bp4527,59.95543
Co5662,60.258026
Yl9665,60.258026
Vn5268,59.95543
Ji7194,60.258026
Jk1149,59.952328
Or6103,60.258026
Kl8715,60.258026
Qq9002,60.258026
Ox7860,59.95786
Wi4279,60.053043
Uy6186,59.952328
Lw7179,60.053043
Qr8945,60.24055
Db5605,60.053043
Kj5949,60.24055
Kb9755,60.258026
Pf9903,60.258026
Rg8220,60.053043
Kl4484,60.24055
Zs8300,59.95543
Ua3122,60.053043
Cp7759,60.24055
Lv1265,60.053043
Sl9099,60.24055
Pm8930,60.258026
Yp5522,60.24055
Yw3084,60.053043
Ge5750,60.243534
Nn9378,59.95786
Ci6043,59.952328
Xp8492,60.032097
Cy1145,59.952328
